team,group,squad_number,position,player,date_of_birth,age,caps,goals,club,player_count,wiki_link,birthplace,lon,lat
Serbia,E,7,MF,Andrija Živković,1996-07-11,21,10,0,Benfica,1,https://en.wikipedia.org/wiki/Andrija_%C5%BDivkovi%C4%87,"Niš, FR Yugoslavia",21.8957589,43.3209022
Serbia,E,8,FW,Aleksandar Prijović,1990-04-21,28,8,1,PAOK,1,https://en.wikipedia.org/wiki/Aleksandar_Prijovi%C4%87,"Sankt Gallen, Switzerland",9.3767173,47.4244818
Serbia,E,9,FW,Aleksandar Mitrović,1994-09-16,23,36,13,Fulham,1,https://en.wikipedia.org/wiki/Aleksandar_Mitrovi%C4%87_(footballer),"Smederevo, FR Yugoslavia",20.9335169,44.6658941
Serbia,E,10,MF,Dušan Tadić,1988-11-20,29,52,13,Southampton,1,https://en.wikipedia.org/wiki/Du%C5%A1an_Tadi%C4%87,"Bačka Topola, SFR Yugoslavia",19.6379551,45.81442380000001
Serbia,E,11,DF,Aleksandar Kolarov ,1985-11-10,32,75,10,Roma,1,https://en.wikipedia.org/wiki/Aleksandar_Kolarov,"Belgrade, SFR Yugoslavia",20.4489216,44.786568
Serbia,E,12,GK,Predrag Rajković,1995-10-31,22,7,0,Maccabi Tel Aviv,1,https://en.wikipedia.org/wiki/Predrag_Rajkovi%C4%87,"Negotin, FR Yugoslavia",22.5310674,44.2288747
Serbia,E,13,DF,Miloš Veljković,1995-09-26,22,2,0,Werder Bremen,1,https://en.wikipedia.org/wiki/Milo%C5%A1_Veljkovi%C4%87,"Basel, Switzerland",7.5885761,47.5595986
Serbia,E,14,DF,Milan Rodić,1991-04-02,27,1,0,Red Star Belgrade,1,https://en.wikipedia.org/wiki/Milan_Rodi%C4%87,"Drvar, SFR Yugoslavia",16.3812914,44.371114
Serbia,E,15,DF,Nikola Milenković,1997-10-12,20,2,0,Fiorentina,1,https://en.wikipedia.org/wiki/Nikola_Milenkovi%C4%87,"Belgrade, FR Yugoslavia",20.4633611,44.7984301
Serbia,E,16,MF,Marko Grujić,1996-04-13,22,7,0,Cardiff City,1,https://en.wikipedia.org/wiki/Marko_Gruji%C4%87,"Belgrade, FR Yugoslavia",20.4633611,44.7984301
Serbia,E,17,MF,Filip Kostić,1992-11-01,25,22,2,Hamburger SV,1,https://en.wikipedia.org/wiki/Filip_Kosti%C4%87,"Kragujevac, FR Yugoslavia",20.9114225,44.0127932
Serbia,E,18,FW,Nemanja Radonjić,1996-02-15,22,2,0,Red Star Belgrade,1,https://en.wikipedia.org/wiki/Nemanja_Radonji%C4%87,"Niš, FR Yugoslavia",21.8957589,43.3209022
Serbia,E,19,FW,Luka Jović,1997-12-23,20,1,0,Eintracht Frankfurt,1,https://en.wikipedia.org/wiki/Luka_Jovi%C4%87,"Bijeljina, Bosnia and Herzegovina",19.2150224,44.75695109999999
Serbia,E,20,MF,Sergej Milinković-Savić,1995-02-27,23,3,0,Lazio,1,https://en.wikipedia.org/wiki/Sergej_Milinkovi%C4%87-Savi%C4%87,"Lleida, Spain",0.6200146,41.6175899
Serbia,E,21,MF,Nemanja Matić,1988-08-01,29,39,2,Manchester United,1,https://en.wikipedia.org/wiki/Nemanja_Mati%C4%87,"Šabac, SFR Yugoslavia",19.6907882,44.7488612
Serbia,E,22,MF,Adem Ljajić,1991-09-29,26,28,5,Torino,1,https://en.wikipedia.org/wiki/Adem_Ljaji%C4%87,"Novi Pazar, SFR Yugoslavia",20.5213617,43.1406976
Serbia,E,23,GK,Marko Dmitrović,1992-01-24,26,2,0,Eibar,1,https://en.wikipedia.org/wiki/Marko_Dmitrovi%C4%87,"Subotica, SFR Yugoslavia",19.6650593,46.1005467
Switzerland,E,1,GK,Yann Sommer,1988-12-17,29,35,0,Borussia Mönchengladbach,1,https://en.wikipedia.org/wiki/Yann_Sommer,"Morges, Switzerland",6.496130099999999,46.5088127
Switzerland,E,2,DF,Stephan Lichtsteiner ,1984-01-16,34,99,8,Juventus,1,https://en.wikipedia.org/wiki/Stephan_Lichtsteiner,"Adligenswil, Switzerland",8.3647405,47.071186
Switzerland,E,3,DF,François Moubandje,1990-06-21,27,17,0,Toulouse,1,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Moubandje,"Douala, Cameroon",9.7678687,4.0510564
Switzerland,E,4,DF,Nico Elvedi,1996-09-30,21,5,0,Borussia Mönchengladbach,1,https://en.wikipedia.org/wiki/Nico_Elvedi,"Zürich, Switzerland",8.541694,47.3768866
Switzerland,E,5,DF,Manuel Akanji,1995-07-19,22,6,0,Borussia Dortmund,1,https://en.wikipedia.org/wiki/Manuel_Akanji,"Wiesendangen, Switzerland",8.790539899999999,47.52133509999999
Switzerland,E,6,DF,Michael Lang,1991-02-08,27,24,2,Basel,1,https://en.wikipedia.org/wiki/Michael_Lang_(footballer),"Egnach, Switzerland",9.3698905,47.5287304
Switzerland,E,7,FW,Breel Embolo,1997-02-14,21,24,3,Schalke 04,1,https://en.wikipedia.org/wiki/Breel_Embolo,"Yaoundé, Cameroon",11.5020752,3.8480325
Switzerland,E,8,MF,Remo Freuler,1992-04-15,26,9,0,Atalanta,1,https://en.wikipedia.org/wiki/Remo_Freuler,"Ennenda, Switzerland",9.077552899999999,47.0338781
Switzerland,E,9,FW,Haris Seferović,1992-02-22,26,50,11,Benfica,1,https://en.wikipedia.org/wiki/Haris_Seferovi%C4%87,"Sursee, Switzerland",8.111131199999999,47.1714819
Switzerland,E,10,MF,Granit Xhaka,1992-09-27,25,61,9,Arsenal,1,https://en.wikipedia.org/wiki/Granit_Xhaka,"Basel, Switzerland",7.5885761,47.5595986
Switzerland,E,11,MF,Valon Behrami,1985-04-19,33,78,2,Udinese,1,https://en.wikipedia.org/wiki/Valon_Behrami,"Titova Mitrovica, Yugoslavia",20.8659995,42.8913909
Switzerland,E,12,GK,Yvon Mvogo,1994-06-06,23,0,0,RB Leipzig,1,https://en.wikipedia.org/wiki/Yvon_Mvogo,"Yaoundé, Cameroon",11.5020752,3.8480325
Switzerland,E,13,DF,Ricardo Rodríguez,1992-08-25,25,52,4,Milan,1,https://en.wikipedia.org/wiki/Ricardo_Rodr%C3%ADguez_(footballer),"Zürich, Switzerland",8.541694,47.3768866
Switzerland,E,14,MF,Steven Zuber,1991-08-17,26,11,3,1899 Hoffenheim,1,https://en.wikipedia.org/wiki/Steven_Zuber,"Winterthur, Zürich, Switzerland",8.723688899999999,47.4988196
Switzerland,E,15,MF,Blerim Džemaili,1986-04-12,32,64,9,Bologna,1,https://en.wikipedia.org/wiki/Blerim_D%C5%BEemaili,"Tetovo, SR Macedonia, SFR Yugoslavia",20.9715269,42.0069115
Switzerland,E,16,MF,Gelson Fernandes,1986-09-02,31,67,2,Eintracht Frankfurt,1,https://en.wikipedia.org/wiki/Gelson_Fernandes,"Praia, Cape Verde",-23.5133267,14.93305
Switzerland,E,17,MF,Denis Zakaria,1996-11-20,21,10,0,Borussia Mönchengladbach,1,https://en.wikipedia.org/wiki/Denis_Zakaria,"Geneva, Switzerland",6.1431577,46.2043907
Switzerland,E,18,FW,Mario Gavranović,1989-11-24,28,13,5,Dinamo Zagreb,1,https://en.wikipedia.org/wiki/Mario_Gavranovi%C4%87,"Lugano, Switzerland",8.951051999999999,46.0036778
Switzerland,E,19,FW,Josip Drmić,1992-08-08,25,28,9,Borussia Mönchengladbach,1,https://en.wikipedia.org/wiki/Josip_Drmi%C4%87,"Lachen, Switzerland",8.8532083,47.1934652
Switzerland,E,20,DF,Johan Djourou,1987-01-18,31,74,2,Antalyaspor,1,https://en.wikipedia.org/wiki/Johan_Djourou,"Abidjan, Côte d'Ivoire",-4.0082563,5.3599517
Switzerland,E,21,GK,Roman Bürki,1990-11-14,27,8,0,Borussia Dortmund,1,https://en.wikipedia.org/wiki/Roman_B%C3%BCrki,"Münsingen, Switzerland",7.5627528,46.8746813
Switzerland,E,22,DF,Fabian Schär,1991-12-20,26,38,7,Deportivo La Coruña,1,https://en.wikipedia.org/wiki/Fabian_Sch%C3%A4r,"Wil, Switzerland",9.0479097,47.4635617
Switzerland,E,23,MF,Xherdan Shaqiri,1991-10-10,26,69,20,Stoke City,1,https://en.wikipedia.org/wiki/Xherdan_Shaqiri,"Gjilan, SFR Yugoslavia",21.4694011,42.4635206
Germany,F,1,GK,Manuel Neuer ,1986-03-27,32,75,0,Bayern Munich,1,https://en.wikipedia.org/wiki/Manuel_Neuer,"Gelsenkirchen, West Germany",7.0487091,51.5404553
Germany,F,2,DF,Marvin Plattenhardt,1992-01-26,26,6,0,Hertha BSC,1,https://en.wikipedia.org/wiki/Marvin_Plattenhardt,"Filderstadt, Germany",9.2161353,48.67819739999999
Germany,F,3,DF,Jonas Hector,1990-05-27,28,37,3,1. FC Köln,1,https://en.wikipedia.org/wiki/Jonas_Hector,"Saarbrücken, West Germany",6.996932699999999,49.24015720000001
Germany,F,4,DF,Matthias Ginter,1994-01-19,24,17,0,Borussia Mönchengladbach,1,https://en.wikipedia.org/wiki/Matthias_Ginter,"Freiburg im Breisgau, Germany",7.842104299999999,47.9990077
Germany,F,5,DF,Mats Hummels,1988-12-16,29,63,5,Bayern Munich,1,https://en.wikipedia.org/wiki/Mats_Hummels,"Bergisch Gladbach, West Germany",7.1286213,50.9923091
Germany,F,6,MF,Sami Khedira,1987-04-04,31,74,7,Juventus,1,https://en.wikipedia.org/wiki/Sami_Khedira,"Stuttgart, West Germany",9.1087963,48.7670839
Germany,F,7,MF,Julian Draxler,1993-09-20,24,43,6,Paris Saint-Germain,1,https://en.wikipedia.org/wiki/Julian_Draxler,"Gladbeck, Germany",6.985392099999999,51.5706624
Germany,F,8,MF,Toni Kroos,1990-01-04,28,82,12,Real Madrid,1,https://en.wikipedia.org/wiki/Toni_Kroos,"Greifswald, East Germany",13.3923414,54.08654629999999
Germany,F,9,FW,Timo Werner,1996-03-06,22,13,7,RB Leipzig,1,https://en.wikipedia.org/wiki/Timo_Werner,"Stuttgart, Germany",9.1829321,48.7758459
Germany,F,10,MF,Mesut Özil,1988-10-15,29,90,23,Arsenal,1,https://en.wikipedia.org/wiki/Mesut_%C3%96zil,"Gelsenkirchen, West Germany",7.0487091,51.5404553
Germany,F,11,FW,Marco Reus,1989-05-31,29,30,9,Borussia Dortmund,1,https://en.wikipedia.org/wiki/Marco_Reus,"Dortmund, West Germany",7.4309442,51.5062342
Germany,F,12,GK,Kevin Trapp,1990-07-08,27,3,0,Paris Saint-Germain,1,https://en.wikipedia.org/wiki/Kevin_Trapp,"Merzig, West Germany",6.6437843,49.4489588
Germany,F,13,MF,Thomas Müller,1989-09-13,28,90,38,Bayern Munich,1,https://en.wikipedia.org/wiki/Thomas_M%C3%BCller,"Weilheim in Oberbayern, West Germany",11.1421379,47.8406859
Germany,F,14,MF,Leon Goretzka,1995-02-06,23,15,6,Schalke 04,1,https://en.wikipedia.org/wiki/Leon_Goretzka,"Bochum, Germany",7.216236299999999,51.4818445
Germany,F,15,DF,Niklas Süle,1995-09-03,22,10,0,Bayern Munich,1,https://en.wikipedia.org/wiki/Niklas_S%C3%BCle,"Frankfurt, Germany",8.6821267,50.1109221
Germany,F,16,DF,Antonio Rüdiger,1993-03-03,25,24,1,Chelsea,1,https://en.wikipedia.org/wiki/Antonio_R%C3%BCdiger,"Berlin, Germany",13.404954,52.52000659999999
Germany,F,17,DF,Jérôme Boateng,1988-09-03,29,70,1,Bayern Munich,1,https://en.wikipedia.org/wiki/J%C3%A9r%C3%B4me_Boateng,"West Berlin, Germany",13.404954,52.52000659999999
Germany,F,18,DF,Joshua Kimmich,1995-02-08,23,28,3,Bayern Munich,1,https://en.wikipedia.org/wiki/Joshua_Kimmich,"Rottweil, Germany",8.628453,48.1652577
Germany,F,19,MF,Sebastian Rudy,1990-02-28,28,25,1,Bayern Munich,1,https://en.wikipedia.org/wiki/Sebastian_Rudy,"Villingen-Schwenningen, West Germany",8.4640869,48.0594021
Germany,F,20,MF,Julian Brandt,1996-05-02,22,15,1,Bayer Leverkusen,1,https://en.wikipedia.org/wiki/Julian_Brandt,"Bremen, Germany",8.8016936,53.07929619999999
Germany,F,21,MF,İlkay Gündoğan,1990-10-24,27,25,4,Manchester City,1,https://en.wikipedia.org/wiki/%C4%B0lkay_G%C3%BCndo%C4%9Fan,"Gelsenkirchen, Germany",7.085717199999999,51.517744
Germany,F,22,GK,Marc-André ter Stegen,1992-04-30,26,19,0,Barcelona,1,https://en.wikipedia.org/wiki/Marc-Andr%C3%A9_ter_Stegen,"Mönchengladbach, Germany",6.4428041,51.1804572
Germany,F,23,FW,Mario Gómez,1985-07-10,32,74,31,VfB Stuttgart,1,https://en.wikipedia.org/wiki/Mario_G%C3%B3mez,"Riedlingen, West Germany",9.471334599999999,48.1596486
Mexico,F,1,GK,José de Jesús Corona,1981-01-26,37,52,0,Cruz Azul,1,https://en.wikipedia.org/wiki/Jos%C3%A9_de_Jes%C3%BAs_Corona,"Guadalajara, Jalisco, Mexico",-103.3496092,20.6596988
Mexico,F,2,DF,Hugo Ayala,1987-03-31,31,42,1,UANL,1,https://en.wikipedia.org/wiki/Hugo_Ayala,"Zacapu, Michoacán, Mexico",-101.7956703,19.8125119
Mexico,F,3,DF,Carlos Salcedo,1993-09-29,24,20,0,Eintracht Frankfurt,1,https://en.wikipedia.org/wiki/Carlos_Salcedo,"Guadalajara, Mexico",-103.3496092,20.6596988
